No.,Time,Source,Destination,Protocol,Length,Info
689,85.351381,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28478, Time=3841340399, Mark"
696,85.367965,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28479, Time=3841341359"
701,85.3896,192.168.178.52,192.168.178.59,RTP,158,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28480, Time=3841342319"
703,85.409662,192.168.178.52,192.168.178.59,RTP,158,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28481, Time=3841343279"
711,85.431055,192.168.178.52,192.168.178.59,RTP,161,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28482, Time=3841344239"
715,85.449194,192.168.178.52,192.168.178.59,RTP,139,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28483, Time=3841345199"
721,85.467687,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28484, Time=3841346159"
732,85.48934,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28485, Time=3841347119"
735,85.507031,192.168.178.52,192.168.178.59,RTP,162,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28486, Time=3841348079"
736,85.512795,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22525, Time=2750687584"
738,85.515892,192.168.178.52,192.168.178.59,RTP,994,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27352, Time=2750687584"
741,85.524808,192.168.178.52,192.168.178.59,RTP,994,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27353, Time=2750687584"
742,85.533163,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28487, Time=3841349039"
743,85.540159,192.168.178.52,192.168.178.59,RTP,995,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27354, Time=2750687584, Mark"
744,85.542406,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22526, Time=2750690284"
749,85.554603,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22528, Time=2750690554"
750,85.554651,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22527, Time=2750690284"
751,85.554653,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28488, Time=3841349999"
752,85.554656,192.168.178.52,192.168.178.59,RTP,997,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22529, Time=2750687584, Mark"
753,85.554664,192.168.178.52,192.168.178.59,RTP,996,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22530, Time=2750687584"
759,85.562342,192.168.178.52,192.168.178.59,RTP,996,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22531, Time=2750687584"
760,85.562356,192.168.178.52,192.168.178.59,RTP,400,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27355, Time=2750693254, Mark"
761,85.562357,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22532, Time=2750693344"
765,85.568043,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28489, Time=3841350959"
767,85.589001,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28490, Time=3841351919"
770,85.608338,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28491, Time=3841352879"
774,85.625042,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22533, Time=2750699014"
775,85.625054,192.168.178.52,192.168.178.59,RTP,435,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27356, Time=2750699014, Mark"
776,85.629206,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28492, Time=3841353839"
777,85.629214,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22534, Time=2750699014, Mark"
778,85.632365,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22535, Time=2750699014, Mark"
779,85.634591,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22536, Time=2750699014, Mark"
780,85.635678,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22537, Time=2750699014, Mark"
782,85.649172,192.168.178.52,192.168.178.59,RTP,157,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28493, Time=3841354799"
786,85.669705,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28494, Time=3841355759"
790,85.688085,192.168.178.52,192.168.178.59,RTP,564,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27357, Time=2750704774, Mark"
791,85.6881,192.168.178.52,192.168.178.59,RTP,154,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28495, Time=3841356719"
794,85.707527,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28496, Time=3841357679"
797,85.729246,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28497, Time=3841358639"
801,85.748925,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28498, Time=3841359599"
802,85.75224,192.168.178.52,192.168.178.59,RTP,919,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27358, Time=2750710444, Mark"
806,85.769876,192.168.178.52,192.168.178.59,RTP,132,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28499, Time=3841360559"
808,85.79041,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28500, Time=3841361519"
810,85.810118,192.168.178.52,192.168.178.59,RTP,143,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28501, Time=3841362479"
816,85.822961,192.168.178.52,192.168.178.59,RTP,697,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27359, Time=2750716294, Mark"
818,85.8281,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28502, Time=3841363439"
824,85.848114,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28503, Time=3841364399"
828,85.86809,192.168.178.52,192.168.178.59,RTP,177,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28504, Time=3841365359"
833,85.887069,192.168.178.52,192.168.178.59,RTP,178,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28505, Time=3841366319"
835,85.906561,192.168.178.52,192.168.178.59,RTP,961,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27360, Time=2750723494, Mark"
836,85.908679,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28506, Time=3841367279"
840,85.930271,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28507, Time=3841368239"
842,85.947681,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28508, Time=3841369199"
850,85.961642,192.168.178.52,192.168.178.59,RTP,1029,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27361, Time=2750729164, Mark"
852,85.968738,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28509, Time=3841370159"
854,85.990654,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28510, Time=3841371119"
856,86.009236,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28511, Time=3841372079"
859,86.027962,192.168.178.52,192.168.178.59,RTP,885,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27362, Time=2750734924"
860,86.027987,192.168.178.52,192.168.178.59,RTP,886,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27363, Time=2750734924, Mark"
861,86.02799,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28512, Time=3841373039"
869,86.047503,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28513, Time=3841373999"
873,86.068053,192.168.178.52,192.168.178.59,RTP,174,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28514, Time=3841374959"
882,86.089287,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28515, Time=3841375919"
883,86.09425,192.168.178.52,192.168.178.59,RTP,908,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27364, Time=2750740684"
884,86.095388,192.168.178.52,192.168.178.59,RTP,908,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27365, Time=2750740684, Mark"
886,86.109149,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28516, Time=3841376879"
891,86.128773,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28517, Time=3841377839"
893,86.152145,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28518, Time=3841378799"
894,86.161961,192.168.178.52,192.168.178.59,RTP,896,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27366, Time=2750746444"
895,86.162001,192.168.178.52,192.168.178.59,RTP,897,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27367, Time=2750746444"
896,86.162009,192.168.178.52,192.168.178.59,RTP,897,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27368, Time=2750746444, Mark"
899,86.16975,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28519, Time=3841379759"
911,86.190164,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28520, Time=3841380719"
913,86.210585,192.168.178.52,192.168.178.59,RTP,176,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28521, Time=3841381679"
916,86.222921,192.168.178.52,192.168.178.59,RTP,1041,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27369, Time=2750752204"
917,86.222948,192.168.178.52,192.168.178.59,RTP,1042,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27370, Time=2750752204"
918,86.222956,192.168.178.52,192.168.178.59,RTP,1042,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27371, Time=2750752204, Mark"
924,86.228665,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28522, Time=3841382639"
933,86.247788,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28523, Time=3841383599"
937,86.270553,192.168.178.52,192.168.178.59,RTP,172,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28524, Time=3841384559"
949,86.300286,192.168.178.52,192.168.178.59,RTP,943,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27372, Time=2750757964"
950,86.300308,192.168.178.52,192.168.178.59,RTP,943,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27373, Time=2750757964"
951,86.30031,192.168.178.52,192.168.178.59,RTP,944,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27374, Time=2750757964"
952,86.300321,192.168.178.52,192.168.178.59,RTP,944,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27375, Time=2750757964, Mark"
953,86.300323,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28525, Time=3841385519"
957,86.307667,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28526, Time=3841386479"
962,86.327955,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28527, Time=3841387439"
964,86.348386,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28528, Time=3841388399"
974,86.365583,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27376, Time=2750765164"
975,86.365604,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27377, Time=2750765164"
976,86.365606,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27378, Time=2750765164"
978,86.365612,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27379, Time=2750765164, Mark"
984,86.368691,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28529, Time=3841389359"
988,86.388308,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28530, Time=3841390319"
990,86.411057,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28531, Time=3841391279"
1008,86.437632,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27380, Time=2750770924"
1009,86.437648,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27381, Time=2750770924"
1010,86.437649,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28532, Time=3841392239"
1011,86.437654,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27382, Time=2750770924"
1012,86.441146,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27383, Time=2750770924, Mark"
1014,86.448277,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28533, Time=3841393199"
1017,86.467929,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28534, Time=3841394159"
1020,86.48828,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28535, Time=3841395119"
1025,86.494052,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27384, Time=2750776684"
1026,86.494072,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27385, Time=2750776684"
1031,86.499967,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27386, Time=2750776684"
1036,86.505585,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27387, Time=2750776684"
1041,86.508846,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28536, Time=3841396079"
1042,86.510077,192.168.178.52,192.168.178.59,RTP,1013,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27388, Time=2750776684, Mark"
1049,86.529082,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28537, Time=3841397039"
1051,86.547832,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28538, Time=3841397999"
1053,86.55736,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27389, Time=2750782444"
1054,86.557376,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27390, Time=2750782444"
1058,86.560791,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27391, Time=2750782444"
1062,86.564429,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27392, Time=2750782444"
1064,86.566857,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28539, Time=3841398959"
1075,86.572385,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27393, Time=2750782444"
1076,86.576807,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27394, Time=2750782444, Mark"
1081,86.588828,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28540, Time=3841399919"
1083,86.610567,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28541, Time=3841400879"
1093,86.628902,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28542, Time=3841401839"
1098,86.638575,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27395, Time=2750788294"
1099,86.638596,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27396, Time=2750788294"
1104,86.64152,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27397, Time=2750788294"
1110,86.647201,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27398, Time=2750788294"
1111,86.647909,192.168.178.52,192.168.178.59,RTP,180,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28543, Time=3841402799"
1113,86.653463,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27399, Time=2750788294, Mark"
1115,86.667909,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28544, Time=3841403759"
1118,86.684216,192.168.178.52,192.168.178.59,RTP,976,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27400, Time=2750793964"
1119,86.684297,192.168.178.52,192.168.178.59,RTP,976,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27401, Time=2750793964"
1120,86.684302,192.168.178.52,192.168.178.59,RTP,976,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27402, Time=2750793964"
1122,86.687656,192.168.178.52,192.168.178.59,RTP,977,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27403, Time=2750793964"
1123,86.687692,192.168.178.52,192.168.178.59,RTP,171,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28545, Time=3841404719"
1128,86.691885,192.168.178.52,192.168.178.59,RTP,977,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27404, Time=2750793964, Mark"
1142,86.707367,192.168.178.52,192.168.178.59,RTP,150,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28546, Time=3841405679"
1147,86.727198,192.168.178.52,192.168.178.59,RTP,173,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28547, Time=3841406639"
1149,86.751962,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27405, Time=2750799904"
1150,86.752026,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28548, Time=3841407599"
1151,86.752043,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27406, Time=2750799904"
1152,86.75413,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27407, Time=2750799904"
1153,86.760398,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27408, Time=2750799904"
1159,86.763942,192.168.178.52,192.168.178.59,RTP,984,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27409, Time=2750799904, Mark"
1160,86.76688,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28549, Time=3841408559"
1175,86.788999,192.168.178.52,192.168.178.59,RTP,156,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28550, Time=3841409519"
1180,86.80986,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28551, Time=3841410479"
1184,86.83262,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28552, Time=3841411439"
1194,86.844279,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27410, Time=2750805664"
1195,86.844294,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27411, Time=2750805664"
1196,86.844297,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27412, Time=2750805664"
1201,86.848445,192.168.178.52,192.168.178.59,RTP,984,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27413, Time=2750805664"
1202,86.848462,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28553, Time=3841412399"
1210,86.877471,192.168.178.52,192.168.178.59,RTP,984,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27414, Time=2750805664, Mark"
1211,86.877493,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28554, Time=3841413359"
1214,86.88714,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28555, Time=3841414319"
1219,86.891124,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27415, Time=2750811424"
1224,86.893947,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27416, Time=2750811424"
1229,86.900431,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27417, Time=2750811424"
1234,86.906222,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27418, Time=2750811424"
1235,86.907328,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28556, Time=3841415279"
1236,86.914021,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27419, Time=2750811424, Mark"
1240,86.927766,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28557, Time=3841416239"
1247,86.948817,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28558, Time=3841417199"
1282,87.068418,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27420, Time=2750817184"
1283,87.068436,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27421, Time=2750817184"
1284,87.068444,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27422, Time=2750817184"
1285,87.068447,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27423, Time=2750817184"
1286,87.068449,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28559, Time=3841418159"
1287,87.068456,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27424, Time=2750817184, Mark"
1289,87.068461,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28560, Time=3841419119"
1290,87.068463,192.168.178.52,192.168.178.59,RTP,150,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28561, Time=3841420079"
1291,87.068469,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27425, Time=2750822944"
1292,87.068472,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27426, Time=2750822944"
1293,87.068474,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27427, Time=2750822944"
1294,87.068484,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27428, Time=2750822944"
1295,87.068487,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28562, Time=3841421039"
1296,87.068489,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27429, Time=2750822944, Mark"
1299,87.068498,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28563, Time=3841421999"
1301,87.07546,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28564, Time=3841422959"
1304,87.083297,192.168.178.52,192.168.178.59,RTP,970,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27430, Time=2750828614"
