No.,Time,Source,Destination,Protocol,Length,Info
15596,112.418809,192.168.178.52,192.168.178.59,RTP,1173,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31227, Time=2753105254"
15598,112.423083,192.168.178.52,192.168.178.59,RTP,1173,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31228, Time=2753105254"
15599,112.42869,192.168.178.52,192.168.178.59,RTP,1173,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31229, Time=2753105254, Mark"
15600,112.428712,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29832, Time=3842640239"
15648,112.574848,192.168.178.52,192.168.178.59,RTP,141,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29833, Time=3842641199"
15649,112.574871,192.168.178.52,192.168.178.59,RTP,1131,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31230, Time=2753111014"
15650,112.574875,192.168.178.52,192.168.178.59,RTP,1131,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31231, Time=2753111014"
15652,112.574886,192.168.178.52,192.168.178.59,RTP,1131,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31232, Time=2753111014"
15653,112.574889,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31233, Time=2753111014"
15654,112.574896,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31234, Time=2753111014"
15655,112.574899,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29834, Time=3842642159"
15656,112.574901,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31235, Time=2753111014"
15657,112.575006,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31236, Time=2753111014"
15658,112.575019,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31237, Time=2753111014"
15659,112.575038,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31238, Time=2753111014"
15660,112.575044,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31239, Time=2753111014"
15661,112.575049,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29835, Time=3842643119"
15662,112.57506,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31240, Time=2753111014"
15663,112.575064,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31241, Time=2753111014"
15664,112.575075,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31242, Time=2753111014"
15665,112.57508,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31243, Time=2753111014"
15666,112.575083,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29836, Time=3842644079"
15667,112.575102,192.168.178.52,192.168.178.59,RTP,1132,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31244, Time=2753111014, Mark"
15668,112.575107,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31245, Time=2753116774"
15669,112.575117,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31246, Time=2753116774"
15670,112.575121,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31247, Time=2753116774"
15671,112.575131,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31248, Time=2753116774"
15672,112.575135,192.168.178.52,192.168.178.59,RTP,143,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29837, Time=3842645039"
15673,112.575139,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31249, Time=2753116774"
15674,112.575149,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31250, Time=2753116774"
15675,112.575154,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31251, Time=2753116774"
15676,112.577339,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31252, Time=2753116774"
15678,112.577358,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31253, Time=2753116774"
15679,112.57736,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29838, Time=3842645999"
15680,112.577368,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31254, Time=2753116774"
15681,112.577371,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31255, Time=2753116774"
15682,112.577378,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31256, Time=2753116774"
15683,112.577381,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31257, Time=2753116774"
15684,112.577387,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29839, Time=3842646959"
15685,112.57739,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31258, Time=2753116774"
15692,112.57977,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31259, Time=2753116774, Mark"
15693,112.579787,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31260, Time=2753122534"
15694,112.581682,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31261, Time=2753122534"
15701,112.585738,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31262, Time=2753122534"
15708,112.589312,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29840, Time=3842647919"
15709,112.589333,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31263, Time=2753122534"
15763,112.727891,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31264, Time=2753122534"
15764,112.72791,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31265, Time=2753122534"
15765,112.727919,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31266, Time=2753122534"
15766,112.727923,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31267, Time=2753122534"
15767,112.727925,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29841, Time=3842648879"
15769,112.727933,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31268, Time=2753122534"
15770,112.727936,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31269, Time=2753122534"
15771,112.72794,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31270, Time=2753122534"
15772,112.727943,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31271, Time=2753122534"
15773,112.727952,192.168.178.52,192.168.178.59,RTP,1101,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31272, Time=2753122534"
15774,112.727955,192.168.178.52,192.168.178.59,RTP,141,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29842, Time=3842649839"
15775,112.727957,192.168.178.52,192.168.178.59,RTP,1102,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31273, Time=2753122534"
15776,112.727963,192.168.178.52,192.168.178.59,RTP,1102,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31274, Time=2753122534, Mark"
15777,112.727965,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31275, Time=2753128294"
15778,112.727971,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31276, Time=2753128294"
15779,112.727974,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29843, Time=3842650799"
15780,112.727976,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31277, Time=2753128294"
15781,112.727989,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31278, Time=2753128294"
15782,112.727992,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31279, Time=2753128294"
15783,112.727997,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31280, Time=2753128294"
15784,112.728,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31281, Time=2753128294"
15785,112.728002,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29844, Time=3842651759"
15786,112.728007,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31282, Time=2753128294"
15787,112.728009,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31283, Time=2753128294"
15788,112.728013,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31284, Time=2753128294"
15789,112.728016,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31285, Time=2753128294"
15790,112.728021,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31286, Time=2753128294"
15791,112.728023,192.168.178.52,192.168.178.59,RTP,130,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29845, Time=3842652719"
15792,112.728026,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31287, Time=2753128294"
15793,112.72803,192.168.178.52,192.168.178.59,RTP,1153,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31288, Time=2753128294, Mark"
15794,112.728039,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31289, Time=2753134054"
15795,112.728044,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31290, Time=2753134054"
15796,112.728046,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29846, Time=3842653679"
15797,112.728048,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31291, Time=2753134054"
15798,112.728052,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31292, Time=2753134054"
15799,112.728058,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31293, Time=2753134054"
15801,112.731522,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31294, Time=2753134054"
15802,112.731539,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31295, Time=2753134054"
15803,112.731542,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29847, Time=3842654639"
15804,112.732241,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31296, Time=2753134054"
15805,112.734674,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31297, Time=2753134054"
15806,112.739008,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31298, Time=2753134054"
15807,112.743668,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31299, Time=2753134054"
15852,112.858358,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31300, Time=2753134054"
15853,112.858377,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29848, Time=3842655599"
15854,112.85838,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31301, Time=2753134054"
15856,112.858394,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31302, Time=2753134054"
15857,112.858397,192.168.178.52,192.168.178.59,RTP,1120,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31303, Time=2753134054, Mark"
15859,112.858409,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31304, Time=2753139814"
15860,112.858411,192.168.178.52,192.168.178.59,RTP,134,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29849, Time=3842656559"
15861,112.858413,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31305, Time=2753139814"
15862,112.858419,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31306, Time=2753139814"
15863,112.858421,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31307, Time=2753139814"
15872,112.872585,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31308, Time=2753139814"
15873,112.872608,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31309, Time=2753139814"
15874,112.872613,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29850, Time=3842657519"
15875,112.872626,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31310, Time=2753139814"
15876,112.87263,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31311, Time=2753139814"
15877,112.872718,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31312, Time=2753139814"
15878,112.872724,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31313, Time=2753139814"
15879,112.872734,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31314, Time=2753139814"
15880,112.872739,192.168.178.52,192.168.178.59,RTP,139,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29851, Time=3842658479"
15881,112.872742,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31315, Time=2753139814"
15882,112.872753,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31316, Time=2753139814"
15883,112.872757,192.168.178.52,192.168.178.59,RTP,1160,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31317, Time=2753139814, Mark"
15884,112.87276,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29852, Time=3842659439"
15885,112.872769,192.168.178.52,192.168.178.59,RTP,1148,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31318, Time=2753147014"
15886,112.872773,192.168.178.52,192.168.178.59,RTP,1148,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31319, Time=2753147014"
15887,112.872791,192.168.178.52,192.168.178.59,RTP,1148,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31320, Time=2753147014"
15888,112.872795,192.168.178.52,192.168.178.59,RTP,1148,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31321, Time=2753147014"
15889,112.872805,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31322, Time=2753147014"
15890,112.872809,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29853, Time=3842660399"
15891,112.872812,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31323, Time=2753147014"
15892,112.87282,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31324, Time=2753147014"
15893,112.872828,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31325, Time=2753147014"
15894,112.872837,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31326, Time=2753147014"
15895,112.87284,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29854, Time=3842661359"
15896,112.872847,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31327, Time=2753147014"
15897,112.880144,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31328, Time=2753147014"
15898,112.880175,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31329, Time=2753147014"
15900,112.881402,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31330, Time=2753147014"
15952,113.003508,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31331, Time=2753147014, Mark"
15953,113.003518,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29855, Time=3842662319"
15954,113.003521,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29856, Time=3842663279"
15955,113.003531,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31332, Time=2753152684"
15957,113.003538,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31333, Time=2753152684"
15958,113.003544,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31334, Time=2753152684"
15959,113.003547,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31335, Time=2753152684"
15960,113.003559,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31336, Time=2753152684"
15961,113.003562,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29857, Time=3842664239"
15962,113.003565,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31337, Time=2753152684"
15963,113.003573,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31338, Time=2753152684"
15965,113.003579,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31339, Time=2753152684"
15966,113.003588,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31340, Time=2753152684"
15967,113.003591,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31341, Time=2753152684"
15968,113.003594,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29858, Time=3842665199"
15969,113.0036,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31342, Time=2753152684"
15970,113.003602,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31343, Time=2753152684"
15971,113.003608,192.168.178.52,192.168.178.59,RTP,1106,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31344, Time=2753152684"
15972,113.003611,192.168.178.52,192.168.178.59,RTP,1107,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31345, Time=2753152684, Mark"
15973,113.003614,192.168.178.52,192.168.178.59,RTP,139,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29859, Time=3842666159"
15974,113.00362,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31346, Time=2753158444"
15975,113.003622,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31347, Time=2753158444"
15976,113.003629,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31348, Time=2753158444"
15977,113.003632,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31349, Time=2753158444"
15978,113.003638,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31350, Time=2753158444"
15979,113.003641,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29860, Time=3842667119"
15980,113.003643,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31351, Time=2753158444"
15981,113.003656,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31352, Time=2753158444"
15982,113.003659,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31353, Time=2753158444"
15983,113.014015,192.168.178.52,192.168.178.59,RTP,1124,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31354, Time=2753158444"
15984,113.014091,192.168.178.52,192.168.178.59,RTP,1125,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31355, Time=2753158444"
15985,113.014095,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29861, Time=3842668079"
15986,113.01411,192.168.178.52,192.168.178.59,RTP,1125,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31356, Time=2753158444"
15987,113.016285,192.168.178.52,192.168.178.59,RTP,1125,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31357, Time=2753158444"
15990,113.02207,192.168.178.52,192.168.178.59,RTP,1125,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31358, Time=2753158444"
15992,113.023622,192.168.178.52,192.168.178.59,RTP,1125,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31359, Time=2753158444"
15993,113.02797,192.168.178.52,192.168.178.59,RTP,1125,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31360, Time=2753158444, Mark"
15994,113.027992,192.168.178.52,192.168.178.59,RTP,166,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29862, Time=3842669039"
15995,113.03912,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31361, Time=2753164294"
15996,113.039146,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31362, Time=2753164294"
15998,113.046115,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31363, Time=2753164294"
15999,113.046139,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31364, Time=2753164294"
16007,113.050541,192.168.178.52,192.168.178.59,RTP,162,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29863, Time=3842669999"
16008,113.05056,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31365, Time=2753164294"
16058,113.182017,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31366, Time=2753164294"
16059,113.182049,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31367, Time=2753164294"
16060,113.182058,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31368, Time=2753164294"
16061,113.182071,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31369, Time=2753164294"
16062,113.182075,192.168.178.52,192.168.178.59,RTP,168,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=29864, Time=3842670959"
16064,113.182081,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31370, Time=2753164294"
16066,113.182096,192.168.178.52,192.168.178.59,RTP,1135,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=31371, Time=2753164294"
