No.,Time,Source,Destination,Protocol,Length,Info
1316,40.346944,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28478, Time=3841340399, Mark"
1322,40.364777,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28479, Time=3841341359"
1328,40.385103,192.168.178.52,192.168.178.59,RTP,158,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28480, Time=3841342319"
1332,40.405264,192.168.178.52,192.168.178.59,RTP,158,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28481, Time=3841343279"
1339,40.427436,192.168.178.52,192.168.178.59,RTP,161,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28482, Time=3841344239"
1343,40.445837,192.168.178.52,192.168.178.59,RTP,139,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28483, Time=3841345199"
1351,40.46445,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28484, Time=3841346159"
1358,40.484793,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28485, Time=3841347119"
1363,40.504735,192.168.178.52,192.168.178.59,RTP,162,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28486, Time=3841348079"
1365,40.509108,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22525, Time=2750687584"
1366,40.512928,192.168.178.52,192.168.178.59,RTP,994,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27352, Time=2750687584"
1368,40.520626,192.168.178.52,192.168.178.59,RTP,994,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27353, Time=2750687584"
1370,40.52954,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28487, Time=3841349039"
1371,40.529871,192.168.178.52,192.168.178.59,RTP,995,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27354, Time=2750687584, Mark"
1373,40.539317,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22526, Time=2750690284"
1379,40.550916,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22528, Time=2750690554"
1380,40.551322,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22527, Time=2750690284"
1381,40.551473,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28488, Time=3841349999"
1382,40.551602,192.168.178.52,192.168.178.59,RTP,997,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22529, Time=2750687584, Mark"
1383,40.551709,192.168.178.52,192.168.178.59,RTP,996,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22530, Time=2750687584"
1385,40.554928,192.168.178.52,192.168.178.59,RTP,996,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22531, Time=2750687584"
1386,40.559054,192.168.178.52,192.168.178.59,RTP,400,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27355, Time=2750693254, Mark"
1387,40.559315,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22532, Time=2750693344"
1392,40.564783,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28489, Time=3841350959"
1396,40.58536,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28490, Time=3841351919"
1400,40.605458,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28491, Time=3841352879"
1404,40.620726,192.168.178.52,192.168.178.59,RTP,290,"PT=DynamicRTP-Type-99, SSRC=0xC2BC71B4, Seq=22533, Time=2750699014"
1405,40.621144,192.168.178.52,192.168.178.59,RTP,435,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27356, Time=2750699014, Mark"
1407,40.625994,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28492, Time=3841353839"
1408,40.626122,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22534, Time=2750699014, Mark"
1409,40.628045,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22535, Time=2750699014, Mark"
1410,40.631016,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22536, Time=2750699014, Mark"
1411,40.632935,192.168.178.52,192.168.178.59,RTP,437,"PT=DynamicRTP-Type-119, SSRC=0xC2BC71B4, Seq=22537, Time=2750699014, Mark"
1413,40.645009,192.168.178.52,192.168.178.59,RTP,157,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28493, Time=3841354799"
1415,40.664558,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28494, Time=3841355759"
1421,40.684872,192.168.178.52,192.168.178.59,RTP,564,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27357, Time=2750704774, Mark"
1422,40.685268,192.168.178.52,192.168.178.59,RTP,154,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28495, Time=3841356719"
1425,40.70496,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28496, Time=3841357679"
1427,40.725016,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28497, Time=3841358639"
1429,40.744822,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28498, Time=3841359599"
1433,40.74871,192.168.178.52,192.168.178.59,RTP,919,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27358, Time=2750710444, Mark"
1439,40.76709,192.168.178.52,192.168.178.59,RTP,132,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28499, Time=3841360559"
1440,40.785125,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28500, Time=3841361519"
1442,40.806332,192.168.178.52,192.168.178.59,RTP,143,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28501, Time=3841362479"
1445,40.818939,192.168.178.52,192.168.178.59,RTP,697,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27359, Time=2750716294, Mark"
1450,40.824563,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28502, Time=3841363439"
1457,40.844608,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28503, Time=3841364399"
1460,40.864616,192.168.178.52,192.168.178.59,RTP,177,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28504, Time=3841365359"
1466,40.884363,192.168.178.52,192.168.178.59,RTP,178,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28505, Time=3841366319"
1467,40.895178,192.168.178.52,192.168.178.59,RTP,961,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27360, Time=2750723494, Mark"
1468,40.904606,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28506, Time=3841367279"
1472,40.924717,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28507, Time=3841368239"
1474,40.944126,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28508, Time=3841369199"
1482,40.95803,192.168.178.52,192.168.178.59,RTP,1029,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27361, Time=2750729164, Mark"
1484,40.964235,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28509, Time=3841370159"
1486,40.984736,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28510, Time=3841371119"
1488,41.004923,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28511, Time=3841372079"
1491,41.023022,192.168.178.52,192.168.178.59,RTP,885,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27362, Time=2750734924"
1492,41.023462,192.168.178.52,192.168.178.59,RTP,886,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27363, Time=2750734924, Mark"
1493,41.024787,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28512, Time=3841373039"
1502,41.044449,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28513, Time=3841373999"
1505,41.064641,192.168.178.52,192.168.178.59,RTP,174,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28514, Time=3841374959"
1512,41.085993,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28515, Time=3841375919"
1513,41.08647,192.168.178.52,192.168.178.59,RTP,908,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27364, Time=2750740684"
1517,41.090867,192.168.178.52,192.168.178.59,RTP,908,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27365, Time=2750740684, Mark"
1518,41.104781,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28516, Time=3841376879"
1523,41.124837,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28517, Time=3841377839"
1524,41.14478,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28518, Time=3841378799"
1525,41.150308,192.168.178.52,192.168.178.59,RTP,896,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27366, Time=2750746444"
1526,41.150581,192.168.178.52,192.168.178.59,RTP,897,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27367, Time=2750746444"
1527,41.155876,192.168.178.52,192.168.178.59,RTP,897,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27368, Time=2750746444, Mark"
1529,41.16673,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28519, Time=3841379759"
1541,41.186145,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28520, Time=3841380719"
1542,41.205718,192.168.178.52,192.168.178.59,RTP,176,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28521, Time=3841381679"
1546,41.2184,192.168.178.52,192.168.178.59,RTP,1041,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27369, Time=2750752204"
1547,41.218535,192.168.178.52,192.168.178.59,RTP,1042,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27370, Time=2750752204"
1548,41.218637,192.168.178.52,192.168.178.59,RTP,1042,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27371, Time=2750752204, Mark"
1551,41.224885,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28522, Time=3841382639"
1564,41.244671,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28523, Time=3841383599"
1568,41.264592,192.168.178.52,192.168.178.59,RTP,172,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28524, Time=3841384559"
1570,41.280188,192.168.178.52,192.168.178.59,RTP,943,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27372, Time=2750757964"
1571,41.280531,192.168.178.52,192.168.178.59,RTP,943,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27373, Time=2750757964"
1572,41.28068,192.168.178.52,192.168.178.59,RTP,944,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27374, Time=2750757964"
1573,41.280788,192.168.178.52,192.168.178.59,RTP,944,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27375, Time=2750757964, Mark"
1574,41.285099,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28525, Time=3841385519"
1588,41.304668,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28526, Time=3841386479"
1593,41.324388,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28527, Time=3841387439"
1596,41.344803,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28528, Time=3841388399"
1602,41.359336,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27376, Time=2750765164"
1603,41.359451,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27377, Time=2750765164"
1604,41.359527,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27378, Time=2750765164"
1606,41.362906,192.168.178.52,192.168.178.59,RTP,988,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27379, Time=2750765164, Mark"
1612,41.364032,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28529, Time=3841389359"
1623,41.383956,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28530, Time=3841390319"
1625,41.407336,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28531, Time=3841391279"
1636,41.424074,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27380, Time=2750770924"
1637,41.424519,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27381, Time=2750770924"
1640,41.424929,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28532, Time=3841392239"
1647,41.430711,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27382, Time=2750770924"
1648,41.43744,192.168.178.52,192.168.178.59,RTP,1140,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27383, Time=2750770924, Mark"
1649,41.444273,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28533, Time=3841393199"
1653,41.4648,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28534, Time=3841394159"
1655,41.484494,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28535, Time=3841395119"
1657,41.488604,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27384, Time=2750776684"
1658,41.490953,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27385, Time=2750776684"
1663,41.495822,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27386, Time=2750776684"
1668,41.501121,192.168.178.52,192.168.178.59,RTP,1012,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27387, Time=2750776684"
1673,41.504213,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28536, Time=3841396079"
1674,41.507145,192.168.178.52,192.168.178.59,RTP,1013,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27388, Time=2750776684, Mark"
1684,41.52489,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28537, Time=3841397039"
1686,41.544482,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28538, Time=3841397999"
1688,41.550699,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27389, Time=2750782444"
1689,41.552858,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27390, Time=2750782444"
1690,41.557671,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27391, Time=2750782444"
1695,41.561495,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27392, Time=2750782444"
1699,41.564208,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28539, Time=3841398959"
1707,41.56895,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27393, Time=2750782444"
1708,41.573978,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27394, Time=2750782444, Mark"
1717,41.584273,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28540, Time=3841399919"
1719,41.606387,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28541, Time=3841400879"
1725,41.625724,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28542, Time=3841401839"
1730,41.63481,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27395, Time=2750788294"
1731,41.635016,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27396, Time=2750788294"
1736,41.637705,192.168.178.52,192.168.178.59,RTP,1121,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27397, Time=2750788294"
1741,41.643004,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27398, Time=2750788294"
1742,41.644451,192.168.178.52,192.168.178.59,RTP,180,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28543, Time=3841402799"
1749,41.650596,192.168.178.52,192.168.178.59,RTP,1122,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27399, Time=2750788294, Mark"
1750,41.664519,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28544, Time=3841403759"
1754,41.68038,192.168.178.52,192.168.178.59,RTP,976,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27400, Time=2750793964"
1755,41.680722,192.168.178.52,192.168.178.59,RTP,976,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27401, Time=2750793964"
1756,41.680869,192.168.178.52,192.168.178.59,RTP,976,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27402, Time=2750793964"
1757,41.681841,192.168.178.52,192.168.178.59,RTP,977,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27403, Time=2750793964"
1758,41.684362,192.168.178.52,192.168.178.59,RTP,171,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28545, Time=3841404719"
1760,41.686822,192.168.178.52,192.168.178.59,RTP,977,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27404, Time=2750793964, Mark"
1773,41.704388,192.168.178.52,192.168.178.59,RTP,150,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28546, Time=3841405679"
1783,41.724415,192.168.178.52,192.168.178.59,RTP,173,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28547, Time=3841406639"
1785,41.74363,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27405, Time=2750799904"
1786,41.744218,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28548, Time=3841407599"
1787,41.744785,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27406, Time=2750799904"
1788,41.750338,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27407, Time=2750799904"
1789,41.756988,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27408, Time=2750799904"
1790,41.760042,192.168.178.52,192.168.178.59,RTP,984,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27409, Time=2750799904, Mark"
1794,41.764234,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28549, Time=3841408559"
1811,41.784673,192.168.178.52,192.168.178.59,RTP,156,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28550, Time=3841409519"
1816,41.806331,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28551, Time=3841410479"
1820,41.827419,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28552, Time=3841411439"
1825,41.839432,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27410, Time=2750805664"
1826,41.83982,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27411, Time=2750805664"
1827,41.839954,192.168.178.52,192.168.178.59,RTP,983,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27412, Time=2750805664"
1834,41.84401,192.168.178.52,192.168.178.59,RTP,984,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27413, Time=2750805664"
1836,41.844487,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28553, Time=3841412399"
1841,41.847955,192.168.178.52,192.168.178.59,RTP,984,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27414, Time=2750805664, Mark"
1848,41.864388,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28554, Time=3841413359"
1852,41.88438,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28555, Time=3841414319"
1854,41.886649,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27415, Time=2750811424"
1860,41.891025,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27416, Time=2750811424"
1865,41.897173,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27417, Time=2750811424"
1870,41.902708,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27418, Time=2750811424"
1875,41.904767,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28556, Time=3841415279"
1876,41.9095,192.168.178.52,192.168.178.59,RTP,1073,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27419, Time=2750811424, Mark"
1880,41.925015,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28557, Time=3841416239"
1882,41.944803,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28558, Time=3841417199"
1885,41.950379,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27420, Time=2750817184"
1886,41.951913,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27421, Time=2750817184"
1887,41.957934,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27422, Time=2750817184"
1888,41.963139,192.168.178.52,192.168.178.59,RTP,1115,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27423, Time=2750817184"
1889,41.964067,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28559, Time=3841418159"
1890,41.969754,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27424, Time=2750817184, Mark"
1892,41.984627,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28560, Time=3841419119"
1893,42.005016,192.168.178.52,192.168.178.59,RTP,150,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28561, Time=3841420079"
1894,42.014474,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27425, Time=2750822944"
1895,42.014703,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27426, Time=2750822944"
1896,42.016471,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27427, Time=2750822944"
1897,42.021235,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27428, Time=2750822944"
1898,42.024703,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28562, Time=3841421039"
1899,42.026352,192.168.178.52,192.168.178.59,RTP,974,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27429, Time=2750822944, Mark"
1902,42.044658,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28563, Time=3841421999"
1903,42.06437,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28564, Time=3841422959"
