No.,Time,Source,Destination,Protocol,Length,Info
45800,84.926812,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35359, Time=2754680524"
45807,84.930775,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35360, Time=2754680524"
45808,84.933641,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35361, Time=2754680524"
45809,84.937321,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35362, Time=2754680524"
45811,84.941468,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35363, Time=2754680524, Mark"
45813,84.944331,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30708, Time=3843481199"
45823,84.964473,192.168.178.52,192.168.178.59,RTP,1138,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35364, Time=2754687724"
45824,84.964741,192.168.178.52,192.168.178.59,RTP,1138,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35365, Time=2754687724"
45825,84.964888,192.168.178.52,192.168.178.59,RTP,1138,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35366, Time=2754687724"
45826,84.964972,192.168.178.52,192.168.178.59,RTP,1138,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35367, Time=2754687724"
45827,84.9651,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30709, Time=3843482159"
45830,84.968185,192.168.178.52,192.168.178.59,RTP,1138,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35368, Time=2754687724"
45835,84.972909,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35369, Time=2754687724"
45842,84.974776,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35370, Time=2754687724"
45843,84.979061,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35371, Time=2754687724"
45845,84.982727,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35372, Time=2754687724"
45846,84.984344,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30710, Time=3843483119"
45847,84.985825,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35373, Time=2754687724"
45849,84.989127,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35374, Time=2754687724"
45850,84.992933,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35375, Time=2754687724"
45852,84.995926,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35376, Time=2754687724"
45853,84.999991,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35377, Time=2754687724"
45855,85.004272,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35378, Time=2754687724"
45856,85.004699,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30711, Time=3843484079"
45857,85.007376,192.168.178.52,192.168.178.59,RTP,1139,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35379, Time=2754687724, Mark"
45858,85.024792,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30712, Time=3843485039"
45861,85.02902,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35380, Time=2754693484"
45862,85.029119,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35381, Time=2754693484"
45863,85.033753,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35382, Time=2754693484"
45871,85.036437,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35383, Time=2754693484"
45873,85.041717,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35384, Time=2754693484"
45881,85.044111,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35385, Time=2754693484"
45882,85.044207,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30713, Time=3843485999"
45890,85.047843,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35386, Time=2754693484"
45893,85.051915,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35387, Time=2754693484"
45894,85.054707,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35388, Time=2754693484"
45895,85.058006,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35389, Time=2754693484"
45896,85.062957,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35390, Time=2754693484"
45898,85.067005,192.168.178.52,192.168.178.59,RTP,203,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30714, Time=3843486959"
45899,85.067105,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35391, Time=2754693484"
45902,85.069532,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35392, Time=2754693484"
45903,85.072786,192.168.178.52,192.168.178.59,RTP,1166,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35393, Time=2754693484"
45904,85.076728,192.168.178.52,192.168.178.59,RTP,1167,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35394, Time=2754693484"
45905,85.080396,192.168.178.52,192.168.178.59,RTP,1167,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35395, Time=2754693484, Mark"
45906,85.084823,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30715, Time=3843487919"
45923,85.094644,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35396, Time=2754699244"
45924,85.094798,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35397, Time=2754699244"
45925,85.094881,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35398, Time=2754699244"
45926,85.096244,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35399, Time=2754699244"
45933,85.098532,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35400, Time=2754699244"
45936,85.101976,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35401, Time=2754699244"
45937,85.104779,192.168.178.52,192.168.178.59,RTP,161,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30716, Time=3843488879"
45938,85.106936,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35402, Time=2754699244"
45939,85.110171,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35403, Time=2754699244"
45941,85.114695,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35404, Time=2754699244"
45942,85.117951,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35405, Time=2754699244"
45944,85.120755,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35406, Time=2754699244"
45946,85.125794,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30717, Time=3843489839"
45947,85.126068,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35407, Time=2754699244"
45948,85.128238,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35408, Time=2754699244"
45949,85.131543,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35409, Time=2754699244"
45950,85.13486,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35410, Time=2754699244"
45951,85.139768,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35411, Time=2754699244"
45954,85.142856,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35412, Time=2754699244"
45955,85.145315,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30718, Time=3843490799"
45957,85.146648,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35413, Time=2754699244"
45958,85.149614,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35414, Time=2754699244"
45959,85.154423,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35415, Time=2754699244"
45962,85.157363,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35416, Time=2754699244"
45963,85.16061,192.168.178.52,192.168.178.59,RTP,1168,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35417, Time=2754699244, Mark"
45966,85.165153,192.168.178.52,192.168.178.59,RTP,154,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30719, Time=3843491759"
45967,85.165256,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35418, Time=2754705004"
45968,85.16881,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35419, Time=2754705004"
45970,85.171799,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35420, Time=2754705004"
45971,85.17577,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35421, Time=2754705004"
45973,85.179451,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35422, Time=2754705004"
45974,85.182492,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35423, Time=2754705004"
45976,85.184443,192.168.178.52,192.168.178.59,RTP,158,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30720, Time=3843492719"
45977,85.186498,192.168.178.52,192.168.178.59,RTP,1151,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35424, Time=2754705004"
45978,85.190476,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35425, Time=2754705004"
45979,85.192533,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35426, Time=2754705004"
45980,85.196684,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35427, Time=2754705004"
45983,85.200515,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35428, Time=2754705004"
45990,85.205232,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30721, Time=3843493679"
45991,85.205523,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35429, Time=2754705004"
46000,85.209178,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35430, Time=2754705004"
46006,85.212246,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35431, Time=2754705004"
46007,85.215965,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35432, Time=2754705004"
46008,85.218808,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35433, Time=2754705004"
46009,85.222851,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35434, Time=2754705004"
46010,85.226078,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30722, Time=3843494639"
46011,85.226356,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35435, Time=2754705004"
46013,85.230359,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35436, Time=2754705004"
46014,85.233594,192.168.178.52,192.168.178.59,RTP,1152,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35437, Time=2754705004, Mark"
46015,85.2363,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35438, Time=2754710764"
46016,85.240109,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35439, Time=2754710764"
46019,85.243663,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35440, Time=2754710764"
46020,85.24459,192.168.178.52,192.168.178.59,RTP,164,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30723, Time=3843495599"
46023,85.248501,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35441, Time=2754710764"
46024,85.24987,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35442, Time=2754710764"
46027,85.254463,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35443, Time=2754710764"
46028,85.258472,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35444, Time=2754710764"
46030,85.261231,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35445, Time=2754710764"
46038,85.264247,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35446, Time=2754710764"
46039,85.264415,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30724, Time=3843496559"
46046,85.268069,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35447, Time=2754710764"
46047,85.271006,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35448, Time=2754710764"
46053,85.275211,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35449, Time=2754710764"
46054,85.277913,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35450, Time=2754710764"
46055,85.281809,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35451, Time=2754710764"
46056,85.284976,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35452, Time=2754710764"
46057,85.285119,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30725, Time=3843497519"
46059,85.288924,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35453, Time=2754710764"
46061,85.292823,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35454, Time=2754710764"
46064,85.295275,192.168.178.52,192.168.178.59,RTP,1145,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35455, Time=2754710764, Mark"
46065,85.299548,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35456, Time=2754716524"
46066,85.302432,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35457, Time=2754716524"
46068,85.30634,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35458, Time=2754716524"
46069,85.306991,192.168.178.52,192.168.178.59,RTP,160,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30726, Time=3843498479"
46083,85.310385,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35459, Time=2754716524"
46085,85.313306,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35460, Time=2754716524"
46091,85.317104,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35461, Time=2754716524"
46092,85.319988,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35462, Time=2754716524"
46094,85.323867,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35463, Time=2754716524"
46096,85.325895,192.168.178.52,192.168.178.59,RTP,164,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30727, Time=3843499439"
46097,85.326775,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35464, Time=2754716524"
46098,85.331799,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35465, Time=2754716524"
46099,85.333574,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35466, Time=2754716524"
46100,85.337518,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35467, Time=2754716524"
46102,85.341523,192.168.178.52,192.168.178.59,RTP,1156,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35468, Time=2754716524"
46104,85.345265,192.168.178.52,192.168.178.59,RTP,159,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30728, Time=3843500399"
46105,85.345398,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35469, Time=2754716524, Mark"
46107,85.352224,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35470, Time=2754723724"
46108,85.352536,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35471, Time=2754723724"
46109,85.356142,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35472, Time=2754723724"
46110,85.360132,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35473, Time=2754723724"
46111,85.362007,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35474, Time=2754723724"
46113,85.364567,192.168.178.52,192.168.178.59,RTP,141,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30729, Time=3843501359"
46114,85.366043,192.168.178.52,192.168.178.59,RTP,1143,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35475, Time=2754723724"
46115,85.369022,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35476, Time=2754723724"
46116,85.371679,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35477, Time=2754723724"
46125,85.377409,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35478, Time=2754723724"
46127,85.380332,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35479, Time=2754723724"
46133,85.383536,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35480, Time=2754723724"
46134,85.384383,192.168.178.52,192.168.178.59,RTP,135,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30730, Time=3843502319"
46142,85.386129,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35481, Time=2754723724"
46144,85.390235,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35482, Time=2754723724"
46146,85.393077,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35483, Time=2754723724"
46149,85.397052,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35484, Time=2754723724"
46150,85.399993,192.168.178.52,192.168.178.59,RTP,1144,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35485, Time=2754723724, Mark"
46151,85.404643,192.168.178.52,192.168.178.59,RTP,133,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30731, Time=3843503279"
46154,85.424338,192.168.178.52,192.168.178.59,RTP,137,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30732, Time=3843504239"
46157,85.429673,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35486, Time=2754729484"
46158,85.429867,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35487, Time=2754729484"
46159,85.432139,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35488, Time=2754729484"
46162,85.436098,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35489, Time=2754729484"
46163,85.43827,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35490, Time=2754729484"
46164,85.44164,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35491, Time=2754729484"
46175,85.444447,192.168.178.52,192.168.178.59,RTP,134,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30733, Time=3843505199"
46177,85.446467,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35492, Time=2754729484"
46184,85.449194,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35493, Time=2754729484"
46187,85.452983,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35494, Time=2754729484"
46194,85.456063,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35495, Time=2754729484"
46196,85.458812,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35496, Time=2754729484"
46198,85.463051,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35497, Time=2754729484"
46199,85.464359,192.168.178.52,192.168.178.59,RTP,135,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30734, Time=3843506159"
46204,85.465665,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35498, Time=2754729484"
46205,85.469574,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35499, Time=2754729484"
46206,85.472543,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35500, Time=2754729484, Mark"
46220,85.484697,192.168.178.52,192.168.178.59,RTP,140,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30735, Time=3843507119"
46223,85.494676,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35501, Time=2754735244"
46225,85.496748,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35502, Time=2754735244"
46226,85.498922,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35503, Time=2754735244"
46227,85.502881,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35504, Time=2754735244"
46228,85.504455,192.168.178.52,192.168.178.59,RTP,133,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=30736, Time=3843508079"
46237,85.505517,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35505, Time=2754735244"
46250,85.510441,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35506, Time=2754735244"
46251,85.51268,192.168.178.52,192.168.178.59,RTP,1116,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=35507, Time=2754735244"
